lot_frontage,lot_area,street,lot_shape,land_slope,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice,alley_Grvl,alley_Pave,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_Stone,ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Feedr,condition_2_Norm,condition_2_PosA,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_type_NA,misc_feature_NA,misc_feature_Othr,misc_feature_Shed,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
62.0,14299,1,0,0,4,3,1964,1964,0.0,1,1,2,2,-1,2.0,513.0,-1.0,144.0,348.0,1005.0,1,1,3,1005,0,0,1005,1.0,0.0,1,0,3,1,1,5,3.0,0,0,1964.0,1,2.0,440.0,2,2,0.0,0,0,0,0,0,0,0,3,0,7,2007,115400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
68.0,7050,1,0,0,7,5,2001,2001,0.0,2,1,3,2,-1,3.0,738.0,-0.5,0.0,319.0,1057.0,3,1,3,1057,872,0,1929,1.0,0.0,2,1,3,1,2,7,3.0,1,2,2001.0,3,2.0,650.0,2,2,1.0,0,235,0,0,0,0,0,0,0,5,2007,226000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30.0,3180,1,0,0,7,5,2005,2005,0.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,600.0,600.0,3,1,3,520,600,80,1200,0.0,0.0,2,1,2,1,2,4,3.0,0,0,2005.0,2,2.0,480.0,2,2,1.0,0,166,0,0,0,0,0,0,0,4,2006,144152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
112.0,16451,1,1,0,8,5,2003,2003,221.0,2,1,4,2,3,-0.5,0.0,-0.5,0.0,1765.0,1765.0,3,1,3,1804,886,0,2690,0.0,0.0,2,1,4,1,2,9,3.0,1,3,2003.0,3,3.0,795.0,2,2,1.0,268,58,0,0,0,0,0,0,0,7,2008,370000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76.0,12887,1,0,0,5,7,1984,1984,0.0,1,1,3,2,1,2.0,207.0,3.0,590.0,36.0,833.0,1,1,3,833,0,0,833,1.0,0.0,1,0,2,1,2,5,3.0,0,0,1984.0,1,2.0,495.0,2,2,1.0,431,0,0,0,0,0,0,3,0,4,2010,149900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
105.0,15578,1,1,0,6,5,2006,2006,0.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,728.0,728.0,2,1,3,728,728,0,1456,0.0,0.0,2,1,3,1,1,8,3.0,0,0,2006.0,2,2.0,429.0,2,2,1.0,0,0,0,0,0,0,0,0,0,5,2006,172785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,7200,1,0,0,5,8,1950,2002,0.0,1,1,2,2,-1,2.0,398.0,1.0,149.0,317.0,864.0,2,1,3,864,0,0,864,1.0,0.0,1,0,3,1,2,5,3.0,0,0,1980.0,2,2.0,720.0,2,2,1.0,194,0,0,0,0,0,0,0,0,7,2007,129000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
48.0,17043,1,1,0,6,5,1979,1998,0.0,1,2,3,1,-1,-0.5,0.0,-0.5,0.0,1362.0,1362.0,1,1,3,1586,0,0,1586,0.0,0.0,2,0,3,1,1,7,3.0,1,2,1979.0,1,2.0,435.0,2,2,1.0,192,0,0,0,0,0,0,0,0,1,2009,181000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
125.0,10000,1,0,0,5,6,1956,1956,272.0,1,1,2,2,2,1.0,678.0,2.0,281.0,99.0,1058.0,3,1,3,1370,0,0,1370,1.0,0.0,1,0,3,1,1,6,3.0,1,2,1956.0,2,1.0,300.0,2,2,1.0,191,0,0,0,120,0,0,3,0,2,2006,148000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75.0,8050,1,0,0,6,5,2002,2002,0.0,1,1,3,2,2,3.0,475.0,2.0,297.0,142.0,914.0,3,1,3,914,0,0,914,1.0,0.0,1,0,2,1,2,4,3.0,0,0,2002.0,0,0.0,0.0,0,0,0.0,32,0,0,0,0,0,0,0,0,4,2006,117250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
43.0,3182,1,0,0,7,5,2005,2006,16.0,2,1,3,2,2,3.0,16.0,-0.5,0.0,1357.0,1373.0,3,1,3,1555,0,0,1555,0.0,0.0,2,0,2,1,2,7,3.0,1,2,2005.0,3,2.0,430.0,2,2,1.0,143,20,0,0,0,0,0,0,0,5,2009,192500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24.0,1950,1,0,0,6,6,1980,1980,0.0,1,2,3,2,-1,-1.0,81.0,3.0,612.0,23.0,716.0,1,1,3,716,840,0,1556,1.0,0.0,2,1,3,1,1,6,3.0,1,2,1980.0,3,2.0,452.0,2,2,1.0,161,0,0,0,0,0,0,4,0,7,2008,151000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70.0,7700,1,0,0,5,5,1972,1972,0.0,1,1,2,2,-1,-1.0,138.0,2.0,468.0,276.0,882.0,1,1,3,882,0,0,882,1.0,0.0,1,0,3,1,1,5,3.0,0,0,1980.0,1,2.0,461.0,2,2,1.0,96,0,0,0,0,0,0,3,0,3,2007,112500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
98.0,8731,1,1,0,5,5,1920,1950,0.0,1,0,2,2,-1,1.0,645.0,-0.5,0.0,270.0,915.0,1,1,3,1167,0,0,1167,0.0,0.0,1,0,3,1,1,6,0.0,1,3,1972.0,1,2.0,495.0,2,2,1.0,0,0,216,0,126,0,0,0,0,5,2007,144000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
89.0,8232,1,1,0,9,5,2007,2008,714.0,3,1,4,2,-1,3.0,1204.0,-0.5,0.0,596.0,1800.0,3,1,3,1800,0,0,1800,1.0,0.0,2,0,2,1,3,6,3.0,1,3,2008.0,2,3.0,944.0,2,2,1.0,210,0,0,0,0,0,0,0,0,6,2008,370967,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24.0,2280,1,0,0,6,6,1975,1975,0.0,1,1,2,2,-1,2.0,514.0,-0.5,0.0,341.0,855.0,1,1,3,855,601,0,1456,0.0,0.0,2,1,3,1,2,6,3.0,1,2,1975.0,1,2.0,440.0,2,2,1.0,173,0,0,0,0,0,0,0,0,6,2010,149900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,8935,1,1,0,7,5,2002,2002,95.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,831.0,831.0,3,1,3,831,829,0,1660,0.0,0.0,2,1,3,1,2,7,3.0,0,0,2002.0,2,2.0,493.0,2,2,1.0,144,68,0,0,0,0,0,0,0,7,2009,195000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,9125,1,1,0,7,5,1992,1992,170.0,1,1,3,2,-1,-0.5,0.0,-0.5,0.0,384.0,384.0,2,1,3,812,670,0,1482,0.0,0.0,2,1,3,1,2,7,3.0,1,2,1992.0,3,2.0,392.0,2,2,1.0,100,25,0,0,0,0,0,0,0,7,2007,163900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,11075,1,0,0,6,5,1984,1984,136.0,1,1,3,2,-1,1.0,299.0,-1.0,891.0,0.0,1190.0,3,1,3,1522,0,0,1522,0.0,0.0,2,0,3,1,1,7,3.0,1,2,1984.0,3,2.0,552.0,2,2,1.0,0,77,0,0,168,0,0,4,0,2,2007,182000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
113.0,13438,1,1,0,9,5,2008,2008,246.0,3,1,4,2,3,3.0,1758.0,-0.5,0.0,432.0,2190.0,3,1,3,2036,0,0,2036,1.0,0.0,2,0,3,1,3,9,3.0,1,4,2008.0,3,3.0,780.0,2,2,1.0,90,154,0,0,0,0,0,0,0,7,2009,410000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
82.0,11070,1,0,0,5,5,1991,1991,0.0,1,1,3,2,-1,1.0,55.0,-0.5,0.0,1527.0,1582.0,1,1,3,1595,0,0,1595,1.0,0.0,2,0,2,1,1,5,3.0,0,0,1991.0,1,2.0,672.0,2,2,1.0,0,0,0,0,0,0,0,0,0,4,2009,152000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
65.0,7800,1,0,0,7,5,2005,2005,172.0,2,1,3,2,-1,-0.5,0.0,-0.5,0.0,891.0,891.0,3,1,3,891,795,0,1686,0.0,0.0,2,1,3,1,2,8,3.0,0,0,2005.0,3,2.0,462.0,2,2,1.0,144,101,0,0,0,0,0,0,0,4,2006,184000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
78.0,7060,1,0,0,7,5,1997,1998,200.0,1,2,3,3,3,3.0,1309.0,-0.5,0.0,35.0,1344.0,3,1,3,1344,0,0,1344,2.0,0.0,2,0,2,2,1,8,3.0,0,0,1997.0,3,4.0,784.0,2,2,1.0,0,0,0,0,0,0,0,0,0,11,2008,206300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,11836,1,1,0,5,5,1970,1970,0.0,1,1,2,2,-1,1.0,149.0,-0.5,0.0,1503.0,1652.0,1,1,3,1652,0,0,1652,0.0,0.0,2,0,4,2,1,8,3.0,0,0,1970.0,1,3.0,928.0,2,2,1.0,0,0,0,0,0,0,0,0,0,3,2006,146500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60.0,8382,1,0,0,4,5,1956,1956,0.0,1,1,2,2,-1,-0.5,0.0,-0.5,0.0,832.0,832.0,1,1,2,832,505,0,1337,0.0,0.0,1,0,3,1,1,5,3.0,0,0,1956.0,1,1.0,263.0,2,2,1.0,0,0,0,0,0,0,0,0,0,2,2010,108000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
102.0,10192,1,1,0,7,6,1968,1992,143.0,1,1,2,2,-1,-0.5,0.0,-0.5,0.0,570.0,570.0,2,1,3,1222,698,0,1920,0.0,0.0,3,0,4,1,2,8,3.0,1,2,1968.0,2,2.0,487.0,2,2,1.0,0,98,0,0,0,0,0,4,0,9,2006,170000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68.0,4426,1,0,0,6,5,2004,2004,205.0,2,1,3,2,1,3.0,662.0,-0.5,0.0,186.0,848.0,3,1,3,848,0,0,848,1.0,0.0,1,0,1,1,2,3,3.0,0,0,2004.0,2,2.0,420.0,2,2,1.0,140,0,0,0,0,0,0,0,0,2,2008,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24.0,2280,1,0,0,7,5,1975,1975,0.0,1,1,3,2,-1,2.0,435.0,-1.0,622.0,0.0,1057.0,1,1,3,1055,0,0,1055,0.0,1.0,2,0,2,1,1,4,3.0,1,1,1975.0,2,2.0,440.0,2,2,1.0,0,27,0,0,0,0,0,0,0,8,2009,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
